"","type","model","value"
"2901","Real","model2",0.701587301587302
"2902","Real","model2",0.719135802469136
"2903","Real","model2",0.561688311688312
"2904","Real","model2",0.765886287625418
"2905","Real","model2",0.63125
"2906","Real","model2",0.66875
"2907","Real","model2",0.690625
"2908","Real","model2",0.520634920634921
"2909","Real","model2",0.65625
"2910","Real","model2",0.558441558441558
"2911","Real","model2",0.701298701298701
"2912","Real","model2",0.739938080495356
"2913","Real","model2",0.617283950617284
"2914","Real","model2",0.777089783281734
"2915","Real","model2",0.578947368421053
"2916","Real","model2",0.580246913580247
"2917","Real","model2",0.625386996904025
"2918","Real","model2",0.601851851851852
"2919","Real","model2",0.712727272727273
"2920","Real","model2",0.7
"2921","Real","model2",0.69969040247678
"2922","Real","model2",0.655844155844156
"2923","Real","model2",0.622291021671827
"2924","Real","model2",0.578595317725753
"2925","Real","model2",0.571428571428571
"2926","Real","model2",0.695238095238095
"2927","Real","model2",0.640625
"2928","Real","model2",0.725
"2929","Real","model2",0.705882352941176
"2930","Real","model2",0.585139318885449
"2931","Real","model2",0.6625
"2932","Real","model2",0.547987616099071
"2933","Real","model2",0.535603715170279
"2934","Real","model2",0.416666666666667
"2935","Real","model2",0.675925925925926
"2936","Real","model2",0.617283950617284
"2937","Real","model2",0.64375
"2938","Real","model2",0.753125
"2939","Real","model2",0.690402476780186
"2940","Real","model2",0.451505016722408
"2941","Real","model2",0.608695652173913
"2942","Real","model2",0.694444444444444
"2943","Real","model2",0.726984126984127
"2944","Real","model2",0.628571428571429
"2945","Real","model2",0.782467532467532
"2946","Real","model2",0.628482972136223
"2947","Real","model2",0.576388888888889
"2948","Real","model2",0.561904761904762
"2949","Real","model2",0.590625
"2950","Real","model2",0.611111111111111
"2951","Real","model2",0.638392857142857
"2952","Real","model2",0.634674922600619
"2953","Real","model2",0.603896103896104
"2954","Real","model2",0.542857142857143
"2955","Real","model2",0.677083333333333
"2956","Real","model2",0.5
"2957","Real","model2",0.736842105263158
"2958","Real","model2",0.577777777777778
"2959","Real","model2",0.438271604938272
"2960","Real","model2",0.55108359133127
"2961","Real","model2",0.782467532467533
"2962","Real","model2",0.625386996904025
"2963","Real","model2",0.585284280936455
"2964","Real","model2",0.571428571428571
"2965","Real","model2",0.698996655518395
"2966","Real","model2",0.691358024691358
"2967","Real","model2",0.653968253968254
"2968","Real","model2",0.662207357859532
"2969","Real","model2",0.692307692307692
"2970","Real","model2",0.520123839009288
"2971","Real","model2",0.75974025974026
"2972","Real","model2",0.6
"2973","Real","model2",0.728125
"2974","Real","model2",0.752508361204013
"2975","Real","model2",0.559375
"2976","Real","model2",0.634674922600619
"2977","Real","model2",0.68421052631579
"2978","Real","model2",0.448160535117057
"2979","Real","model2",0.6656346749226
"2980","Real","model2",0.640866873065015
"2981","Real","model2",0.676190476190476
"2982","Real","model2",0.656346749226006
"2983","Real","model2",0.673015873015873
"2984","Real","model2",0.653250773993808
"2985","Real","model2",0.76875
"2986","Real","model2",0.6375
"2987","Real","model2",0.584126984126984
"2988","Real","model2",0.682274247491639
"2989","Real","model2",0.692063492063492
"2990","Real","model2",0.501547987616099
"2991","Real","model2",0.755555555555556
"2992","Real","model2",0.718266253869969
"2993","Real","model2",0.688888888888889
"2994","Real","model2",0.588235294117647
"2995","Real","model2",0.556363636363636
"2996","Real","model2",0.69375
"2997","Real","model2",0.655844155844156
"2998","Real","model2",0.598765432098765
"2999","Real","model2",0.690402476780186
"3000","Real","model2",0.709030100334448
"3001","Shuffled","model2",0.6
"3002","Shuffled","model2",0.465454545454545
"3003","Shuffled","model2",0.535603715170279
"3004","Shuffled","model2",0.444816053511706
"3005","Shuffled","model2",0.603125
"3006","Shuffled","model2",0.584375
"3007","Shuffled","model2",0.526984126984127
"3008","Shuffled","model2",0.526315789473684
"3009","Shuffled","model2",0.59375
"3010","Shuffled","model2",0.555555555555556
"3011","Shuffled","model2",0.584126984126984
"3012","Shuffled","model2",0.774691358024691
"3013","Shuffled","model2",0.690402476780186
"3014","Shuffled","model2",0.685714285714286
"3015","Shuffled","model2",0.596825396825397
"3016","Shuffled","model2",0.590277777777778
"3017","Shuffled","model2",0.549090909090909
"3018","Shuffled","model2",0.492260061919505
"3019","Shuffled","model2",0.507739938080495
"3020","Shuffled","model2",0.538699690402477
"3021","Shuffled","model2",0.578125
"3022","Shuffled","model2",0.496875
"3023","Shuffled","model2",0.582043343653251
"3024","Shuffled","model2",0.457142857142857
"3025","Shuffled","model2",0.60625
"3026","Shuffled","model2",0.495356037151703
"3027","Shuffled","model2",0.555194805194805
"3028","Shuffled","model2",0.552380952380952
"3029","Shuffled","model2",0.565217391304348
"3030","Shuffled","model2",0.638095238095238
"3031","Shuffled","model2",0.6
"3032","Shuffled","model2",0.494983277591973
"3033","Shuffled","model2",0.526984126984127
"3034","Shuffled","model2",0.517460317460317
"3035","Shuffled","model2",0.58641975308642
"3036","Shuffled","model2",0.675585284280937
"3037","Shuffled","model2",0.515432098765432
"3038","Shuffled","model2",0.475308641975309
"3039","Shuffled","model2",0.570987654320988
"3040","Shuffled","model2",0.545454545454545
"3041","Shuffled","model2",0.50625
"3042","Shuffled","model2",0.582043343653251
"3043","Shuffled","model2",0.525083612040134
"3044","Shuffled","model2",0.462962962962963
"3045","Shuffled","model2",0.544891640866873
"3046","Shuffled","model2",0.567901234567901
"3047","Shuffled","model2",0.580952380952381
"3048","Shuffled","model2",0.51948051948052
"3049","Shuffled","model2",0.626623376623377
"3050","Shuffled","model2",0.6
"3051","Shuffled","model2",0.520634920634921
"3052","Shuffled","model2",0.45625
"3053","Shuffled","model2",0.551948051948052
"3054","Shuffled","model2",0.716049382716049
"3055","Shuffled","model2",0.529411764705882
"3056","Shuffled","model2",0.42283950617284
"3057","Shuffled","model2",0.727272727272727
"3058","Shuffled","model2",0.55625
"3059","Shuffled","model2",0.62012987012987
"3060","Shuffled","model2",0.621875
"3061","Shuffled","model2",0.533950617283951
"3062","Shuffled","model2",0.507739938080495
"3063","Shuffled","model2",0.6625
"3064","Shuffled","model2",0.516363636363636
"3065","Shuffled","model2",0.569659442724458
"3066","Shuffled","model2",0.484375
"3067","Shuffled","model2",0.660493827160494
"3068","Shuffled","model2",0.626543209876543
"3069","Shuffled","model2",0.59375
"3070","Shuffled","model2",0.585284280936455
"3071","Shuffled","model2",0.546031746031746
"3072","Shuffled","model2",0.641975308641975
"3073","Shuffled","model2",0.62012987012987
"3074","Shuffled","model2",0.603896103896104
"3075","Shuffled","model2",0.59047619047619
"3076","Shuffled","model2",0.478125
"3077","Shuffled","model2",0.660493827160494
"3078","Shuffled","model2",0.516233766233766
"3079","Shuffled","model2",0.506493506493507
"3080","Shuffled","model2",0.51875
"3081","Shuffled","model2",0.547987616099071
"3082","Shuffled","model2",0.577922077922078
"3083","Shuffled","model2",0.652777777777778
"3084","Shuffled","model2",0.591331269349845
"3085","Shuffled","model2",0.631578947368421
"3086","Shuffled","model2",0.622222222222222
"3087","Shuffled","model2",0.453125
"3088","Shuffled","model2",0.49375
"3089","Shuffled","model2",0.526315789473684
"3090","Shuffled","model2",0.590625
"3091","Shuffled","model2",0.48125
"3092","Shuffled","model2",0.6375
"3093","Shuffled","model2",0.538699690402477
"3094","Shuffled","model2",0.635451505016722
"3095","Shuffled","model2",0.55625
"3096","Shuffled","model2",0.580952380952381
"3097","Shuffled","model2",0.58641975308642
"3098","Shuffled","model2",0.442724458204334
"3099","Shuffled","model2",0.746913580246913
"3100","Shuffled","model2",0.498452012383901
"3101","Shuffled","model2",0.546296296296296
"3102","Shuffled","model2",0.545454545454546
"3103","Shuffled","model2",0.622291021671827
"3104","Shuffled","model2",0.571428571428571
"3105","Shuffled","model2",0.55625
"3106","Shuffled","model2",0.495356037151703
"3107","Shuffled","model2",0.611111111111111
"3108","Shuffled","model2",0.479365079365079
"3109","Shuffled","model2",0.671826625386997
"3110","Shuffled","model2",0.715170278637771
"3111","Shuffled","model2",0.591331269349845
"3112","Shuffled","model2",0.640625
"3113","Shuffled","model2",0.459375
"3114","Shuffled","model2",0.60061919504644
"3115","Shuffled","model2",0.5875
"3116","Shuffled","model2",0.561904761904762
"3117","Shuffled","model2",0.659442724458204
"3118","Shuffled","model2",0.5125
"3119","Shuffled","model2",0.572755417956656
"3120","Shuffled","model2",0.520634920634921
"3121","Shuffled","model2",0.5875
"3122","Shuffled","model2",0.653125
"3123","Shuffled","model2",0.59375
"3124","Shuffled","model2",0.626623376623377
"3125","Shuffled","model2",0.571428571428572
"3126","Shuffled","model2",0.575
"3127","Shuffled","model2",0.678018575851393
"3128","Shuffled","model2",0.471875
"3129","Shuffled","model2",0.70679012345679
"3130","Shuffled","model2",0.638888888888889
"3131","Shuffled","model2",0.6125
"3132","Shuffled","model2",0.486068111455108
"3133","Shuffled","model2",0.595679012345679
"3134","Shuffled","model2",0.722408026755853
"3135","Shuffled","model2",0.657407407407407
"3136","Shuffled","model2",0.634674922600619
"3137","Shuffled","model2",0.571875
"3138","Shuffled","model2",0.607142857142857
"3139","Shuffled","model2",0.577777777777778
"3140","Shuffled","model2",0.445820433436533
"3141","Shuffled","model2",0.548701298701299
"3142","Shuffled","model2",0.518394648829432
"3143","Shuffled","model2",0.422077922077922
"3144","Shuffled","model2",0.537037037037037
"3145","Shuffled","model2",0.592592592592593
"3146","Shuffled","model2",0.561904761904762
"3147","Shuffled","model2",0.565625
"3148","Shuffled","model2",0.611111111111111
"3149","Shuffled","model2",0.608024691358025
"3150","Shuffled","model2",0.532507739938081
"3151","Shuffled","model2",0.583333333333333
"3152","Shuffled","model2",0.625396825396825
"3153","Shuffled","model2",0.634674922600619
"3154","Shuffled","model2",0.647058823529412
"3155","Shuffled","model2",0.570987654320988
"3156","Shuffled","model2",0.614197530864197
"3157","Shuffled","model2",0.591973244147157
"3158","Shuffled","model2",0.533950617283951
"3159","Shuffled","model2",0.67283950617284
"3160","Shuffled","model2",0.470779220779221
"3161","Shuffled","model2",0.606811145510836
"3162","Shuffled","model2",0.603125
"3163","Shuffled","model2",0.546875
"3164","Shuffled","model2",0.506493506493506
"3165","Shuffled","model2",0.588235294117647
"3166","Shuffled","model2",0.580246913580247
"3167","Shuffled","model2",0.51875
"3168","Shuffled","model2",0.495356037151703
"3169","Shuffled","model2",0.548701298701299
"3170","Shuffled","model2",0.574675324675325
"3171","Shuffled","model2",0.51505016722408
"3172","Shuffled","model2",0.682539682539682
"3173","Shuffled","model2",0.44
"3174","Shuffled","model2",0.557275541795666
"3175","Shuffled","model2",0.587662337662338
"3176","Shuffled","model2",0.507739938080495
"3177","Shuffled","model2",0.659090909090909
"3178","Shuffled","model2",0.528125
"3179","Shuffled","model2",0.60952380952381
"3180","Shuffled","model2",0.743055555555556
"3181","Shuffled","model2",0.454545454545455
"3182","Shuffled","model2",0.6625
"3183","Shuffled","model2",0.466666666666667
"3184","Shuffled","model2",0.525974025974026
"3185","Shuffled","model2",0.444805194805195
"3186","Shuffled","model2",0.551083591331269
"3187","Shuffled","model2",0.476190476190476
"3188","Shuffled","model2",0.501547987616099
"3189","Shuffled","model2",0.546031746031746
"3190","Shuffled","model2",0.577777777777778
"3191","Shuffled","model2",0.625
"3192","Shuffled","model2",0.578125
"3193","Shuffled","model2",0.607142857142857
"3194","Shuffled","model2",0.619195046439628
"3195","Shuffled","model2",0.479365079365079
"3196","Shuffled","model2",0.50974025974026
"3197","Shuffled","model2",0.619047619047619
"3198","Shuffled","model2",0.483766233766234
"3199","Shuffled","model2",0.666666666666667
"3200","Shuffled","model2",0.65
"3201","Shuffled","model2",0.421404682274247
"3202","Shuffled","model2",0.621875
"3203","Shuffled","model2",0.5
"3204","Shuffled","model2",0.642140468227425
"3205","Shuffled","model2",0.506172839506173
"3206","Shuffled","model2",0.496875
"3207","Shuffled","model2",0.528125
"3208","Shuffled","model2",0.736507936507936
"3209","Shuffled","model2",0.453968253968254
"3210","Shuffled","model2",0.628125
"3211","Shuffled","model2",0.631746031746032
"3212","Shuffled","model2",0.548494983277592
"3213","Shuffled","model2",0.438127090301003
"3214","Shuffled","model2",0.581168831168831
"3215","Shuffled","model2",0.679012345679012
"3216","Shuffled","model2",0.568253968253968
"3217","Shuffled","model2",0.504643962848297
"3218","Shuffled","model2",0.542207792207792
"3219","Shuffled","model2",0.603174603174603
"3220","Shuffled","model2",0.565625
"3221","Shuffled","model2",0.5
"3222","Shuffled","model2",0.623376623376623
"3223","Shuffled","model2",0.540123456790124
"3224","Shuffled","model2",0.625
"3225","Shuffled","model2",0.593650793650794
"3226","Shuffled","model2",0.659442724458204
"3227","Shuffled","model2",0.484567901234568
"3228","Shuffled","model2",0.555194805194805
"3229","Shuffled","model2",0.61609907120743
"3230","Shuffled","model2",0.665625
"3231","Shuffled","model2",0.523809523809524
"3232","Shuffled","model2",0.619195046439628
"3233","Shuffled","model2",0.613636363636363
"3234","Shuffled","model2",0.603125
"3235","Shuffled","model2",0.687306501547988
"3236","Shuffled","model2",0.415584415584416
"3237","Shuffled","model2",0.510835913312694
"3238","Shuffled","model2",0.625
"3239","Shuffled","model2",0.65015479876161
"3240","Shuffled","model2",0.520634920634921
"3241","Shuffled","model2",0.546875
"3242","Shuffled","model2",0.525974025974026
"3243","Shuffled","model2",0.486111111111111
"3244","Shuffled","model2",0.57190635451505
"3245","Shuffled","model2",0.653125
"3246","Shuffled","model2",0.626543209876543
"3247","Shuffled","model2",0.525
"3248","Shuffled","model2",0.5375
"3249","Shuffled","model2",0.548701298701299
"3250","Shuffled","model2",0.494983277591973
"3251","Shuffled","model2",0.619195046439628
"3252","Shuffled","model2",0.580952380952381
"3253","Shuffled","model2",0.792207792207792
"3254","Shuffled","model2",0.565625
"3255","Shuffled","model2",0.640625
"3256","Shuffled","model2",0.518518518518519
"3257","Shuffled","model2",0.529220779220779
"3258","Shuffled","model2",0.604938271604938
"3259","Shuffled","model2",0.603174603174603
"3260","Shuffled","model2",0.51702786377709
"3261","Shuffled","model2",0.498452012383901
"3262","Shuffled","model2",0.609907120743034
"3263","Shuffled","model2",0.54180602006689
"3264","Shuffled","model2",0.575
"3265","Shuffled","model2",0.565079365079365
"3266","Shuffled","model2",0.452012383900929
"3267","Shuffled","model2",0.588235294117647
"3268","Shuffled","model2",0.454849498327759
"3269","Shuffled","model2",0.439628482972136
"3270","Shuffled","model2",0.705882352941177
"3271","Shuffled","model2",0.50625
"3272","Shuffled","model2",0.542857142857143
"3273","Shuffled","model2",0.577922077922078
"3274","Shuffled","model2",0.53968253968254
"3275","Shuffled","model2",0.65625
"3276","Shuffled","model2",0.608024691358025
"3277","Shuffled","model2",0.679365079365079
"3278","Shuffled","model2",0.510288065843621
"3279","Shuffled","model2",0.580246913580247
"3280","Shuffled","model2",0.66031746031746
"3281","Shuffled","model2",0.578947368421053
"3282","Shuffled","model2",0.611538461538461
"3283","Shuffled","model2",0.59866220735786
"3284","Shuffled","model2",0.509259259259259
"3285","Shuffled","model2",0.536507936507936
"3286","Shuffled","model2",0.638795986622074
"3287","Shuffled","model2",0.527777777777778
"3288","Shuffled","model2",0.551083591331269
"3289","Shuffled","model2",0.40625
"3290","Shuffled","model2",0.684375
"3291","Shuffled","model2",0.5
"3292","Shuffled","model2",0.697530864197531
"3293","Shuffled","model2",0.580952380952381
"3294","Shuffled","model2",0.569659442724458
"3295","Shuffled","model2",0.628482972136223
"3296","Shuffled","model2",0.656346749226006
"3297","Shuffled","model2",0.444444444444444
"3298","Shuffled","model2",0.62987012987013
"3299","Shuffled","model2",0.625
"3300","Shuffled","model2",0.475308641975309
"3301","Shuffled","model2",0.439628482972136
"3302","Shuffled","model2",0.4625
"3303","Shuffled","model2",0.454861111111111
"3304","Shuffled","model2",0.580952380952381
"3305","Shuffled","model2",0.665634674922601
"3306","Shuffled","model2",0.425324675324675
"3307","Shuffled","model2",0.577922077922078
"3308","Shuffled","model2",0.461538461538462
"3309","Shuffled","model2",0.663194444444444
"3310","Shuffled","model2",0.628482972136223
"3311","Shuffled","model2",0.495238095238095
"3312","Shuffled","model2",0.575
"3313","Shuffled","model2",0.504761904761905
"3314","Shuffled","model2",0.53015873015873
"3315","Shuffled","model2",0.585139318885449
"3316","Shuffled","model2",0.575250836120401
"3317","Shuffled","model2",0.75
"3318","Shuffled","model2",0.419047619047619
"3319","Shuffled","model2",0.510835913312694
"3320","Shuffled","model2",0.451505016722408
"3321","Shuffled","model2",0.723809523809524
"3322","Shuffled","model2",0.559375
"3323","Shuffled","model2",0.525
"3324","Shuffled","model2",0.651234567901235
"3325","Shuffled","model2",0.544891640866873
"3326","Shuffled","model2",0.575851393188854
"3327","Shuffled","model2",0.482539682539683
"3328","Shuffled","model2",0.503086419753087
"3329","Shuffled","model2",0.611111111111111
"3330","Shuffled","model2",0.397993311036789
"3331","Shuffled","model2",0.572755417956656
"3332","Shuffled","model2",0.506172839506173
"3333","Shuffled","model2",0.548611111111111
"3334","Shuffled","model2",0.533333333333333
"3335","Shuffled","model2",0.49375
"3336","Shuffled","model2",0.615384615384615
"3337","Shuffled","model2",0.555555555555555
"3338","Shuffled","model2",0.464285714285714
"3339","Shuffled","model2",0.491638795986622
"3340","Shuffled","model2",0.712074303405573
"3341","Shuffled","model2",0.513931888544892
"3342","Shuffled","model2",0.51702786377709
"3343","Shuffled","model2",0.46984126984127
"3344","Shuffled","model2",0.535117056856187
"3345","Shuffled","model2",0.623456790123457
"3346","Shuffled","model2",0.527777777777778
"3347","Shuffled","model2",0.518518518518519
"3348","Shuffled","model2",0.538461538461538
"3349","Shuffled","model2",0.693498452012384
"3350","Shuffled","model2",0.480519480519481
"3351","Shuffled","model2",0.5875
"3352","Shuffled","model2",0.591331269349845
"3353","Shuffled","model2",0.507936507936508
"3354","Shuffled","model2",0.671826625386997
"3355","Shuffled","model2",0.61609907120743
"3356","Shuffled","model2",0.80952380952381
"3357","Shuffled","model2",0.578947368421053
"3358","Shuffled","model2",0.525974025974026
"3359","Shuffled","model2",0.552380952380952
"3360","Shuffled","model2",0.516233766233766
"3361","Shuffled","model2",0.53968253968254
"3362","Shuffled","model2",0.62012987012987
"3363","Shuffled","model2",0.512345679012346
"3364","Shuffled","model2",0.463492063492064
"3365","Shuffled","model2",0.580246913580247
"3366","Shuffled","model2",0.564935064935065
"3367","Shuffled","model2",0.571428571428571
"3368","Shuffled","model2",0.541795665634675
"3369","Shuffled","model2",0.581939799331104
"3370","Shuffled","model2",0.625386996904025
"3371","Shuffled","model2",0.49025974025974
"3372","Shuffled","model2",0.558528428093646
"3373","Shuffled","model2",0.453125
"3374","Shuffled","model2",0.526315789473684
"3375","Shuffled","model2",0.597222222222222
"3376","Shuffled","model2",0.58125
"3377","Shuffled","model2",0.504643962848297
"3378","Shuffled","model2",0.652173913043478
"3379","Shuffled","model2",0.467532467532468
"3380","Shuffled","model2",0.520634920634921
"3381","Shuffled","model2",0.51702786377709
"3382","Shuffled","model2",0.428571428571429
"3383","Shuffled","model2",0.637770897832817
"3384","Shuffled","model2",0.452012383900929
"3385","Shuffled","model2",0.695238095238095
"3386","Shuffled","model2",0.561904761904762
"3387","Shuffled","model2",0.609375
"3388","Shuffled","model2",0.542207792207792
"3389","Shuffled","model2",0.56656346749226
"3390","Shuffled","model2",0.535714285714286
"3391","Shuffled","model2",0.638888888888889
"3392","Shuffled","model2",0.581168831168831
"3393","Shuffled","model2",0.603636363636363
"3394","Shuffled","model2",0.607692307692308
"3395","Shuffled","model2",0.578947368421053
"3396","Shuffled","model2",0.688963210702341
"3397","Shuffled","model2",0.535603715170279
"3398","Shuffled","model2",0.431746031746032
"3399","Shuffled","model2",0.538699690402477
"3400","Shuffled","model2",0.579861111111111
"3401","Shuffled","model2",0.661818181818182
"3402","Shuffled","model2",0.634375
"3403","Shuffled","model2",0.568181818181818
"3404","Shuffled","model2",0.69969040247678
"3405","Shuffled","model2",0.513931888544892
"3406","Shuffled","model2",0.53125
"3407","Shuffled","model2",0.5
"3408","Shuffled","model2",0.479365079365079
"3409","Shuffled","model2",0.578125
"3410","Shuffled","model2",0.589506172839506
"3411","Shuffled","model2",0.561688311688312
"3412","Shuffled","model2",0.6125
"3413","Shuffled","model2",0.517361111111111
"3414","Shuffled","model2",0.549206349206349
"3415","Shuffled","model2",0.551083591331269
"3416","Shuffled","model2",0.51505016722408
"3417","Shuffled","model2",0.538699690402477
"3418","Shuffled","model2",0.646875
"3419","Shuffled","model2",0.530864197530864
"3420","Shuffled","model2",0.65
"3421","Shuffled","model2",0.590625
"3422","Shuffled","model2",0.501547987616099
"3423","Shuffled","model2",0.617283950617284
"3424","Shuffled","model2",0.549206349206349
"3425","Shuffled","model2",0.668730650154799
"3426","Shuffled","model2",0.521739130434783
"3427","Shuffled","model2",0.411371237458194
"3428","Shuffled","model2",0.597523219814242
"3429","Shuffled","model2",0.559375
"3430","Shuffled","model2",0.606811145510836
"3431","Shuffled","model2",0.612698412698413
"3432","Shuffled","model2",0.501587301587302
"3433","Shuffled","model2",0.591331269349845
"3434","Shuffled","model2",0.511705685618729
"3435","Shuffled","model2",0.51875
"3436","Shuffled","model2",0.614197530864198
"3437","Shuffled","model2",0.496527777777778
"3438","Shuffled","model2",0.521875
"3439","Shuffled","model2",0.631746031746032
"3440","Shuffled","model2",0.568253968253968
"3441","Shuffled","model2",0.551083591331269
"3442","Shuffled","model2",0.533333333333333
"3443","Shuffled","model2",0.504761904761905
"3444","Shuffled","model2",0.490740740740741
"3445","Shuffled","model2",0.594427244582043
"3446","Shuffled","model2",0.590909090909091
"3447","Shuffled","model2",0.51505016722408
"3448","Shuffled","model2",0.752321981424149
"3449","Shuffled","model2",0.455108359133127
"3450","Shuffled","model2",0.695652173913043
"3451","Shuffled","model2",0.601851851851852
"3452","Shuffled","model2",0.53125
"3453","Shuffled","model2",0.457142857142857
"3454","Shuffled","model2",0.535603715170279
"3455","Shuffled","model2",0.470779220779221
"3456","Shuffled","model2",0.618729096989967
"3457","Shuffled","model2",0.554179566563467
"3458","Shuffled","model2",0.720634920634921
"3459","Shuffled","model2",0.572916666666666
"3460","Shuffled","model2",0.526315789473684
"3461","Shuffled","model2",0.574074074074074
"3462","Shuffled","model2",0.510835913312693
"3463","Shuffled","model2",0.571875
"3464","Shuffled","model2",0.594427244582043
"3465","Shuffled","model2",0.481481481481481
"3466","Shuffled","model2",0.653250773993808
"3467","Shuffled","model2",0.532507739938081
"3468","Shuffled","model2",0.603896103896104
"3469","Shuffled","model2",0.5375
"3470","Shuffled","model2",0.68561872909699
"3471","Shuffled","model2",0.676190476190476
"3472","Shuffled","model2",0.438095238095238
"3473","Shuffled","model2",0.571428571428572
"3474","Shuffled","model2",0.528428093645485
"3475","Shuffled","model2",0.640866873065015
"3476","Shuffled","model2",0.478125
"3477","Shuffled","model2",0.545454545454545
"3478","Shuffled","model2",0.596875
"3479","Shuffled","model2",0.493827160493827
"3480","Shuffled","model2",0.5875
"3481","Shuffled","model2",0.621875
"3482","Shuffled","model2",0.501587301587302
"3483","Shuffled","model2",0.612698412698413
"3484","Shuffled","model2",0.516233766233766
"3485","Shuffled","model2",0.593650793650794
"3486","Shuffled","model2",0.606811145510836
"3487","Shuffled","model2",0.671826625386997
"3488","Shuffled","model2",0.49375
"3489","Shuffled","model2",0.60061919504644
"3490","Shuffled","model2",0.511111111111111
"3491","Shuffled","model2",0.644444444444445
"3492","Shuffled","model2",0.590625
"3493","Shuffled","model2",0.657407407407407
"3494","Shuffled","model2",0.60625
"3495","Shuffled","model2",0.628125
"3496","Shuffled","model2",0.546875
"3497","Shuffled","model2",0.662337662337662
"3498","Shuffled","model2",0.657142857142857
"3499","Shuffled","model2",0.59375
"3500","Shuffled","model2",0.619195046439628
"3501","Shuffled","model2",0.53125
"3502","Shuffled","model2",0.565217391304348
"3503","Shuffled","model2",0.55
"3504","Shuffled","model2",0.517460317460317
"3505","Shuffled","model2",0.613636363636364
"3506","Shuffled","model2",0.65015479876161
"3507","Shuffled","model2",0.490625
"3508","Shuffled","model2",0.55
"3509","Shuffled","model2",0.557275541795666
"3510","Shuffled","model2",0.545454545454545
"3511","Shuffled","model2",0.488294314381271
"3512","Shuffled","model2",0.580246913580247
"3513","Shuffled","model2",0.628482972136223
"3514","Shuffled","model2",0.673015873015873
"3515","Shuffled","model2",0.695473251028807
"3516","Shuffled","model2",0.464882943143813
"3517","Shuffled","model2",0.6656346749226
"3518","Shuffled","model2",0.590625
"3519","Shuffled","model2",0.593650793650794
"3520","Shuffled","model2",0.688461538461538
"3521","Shuffled","model2",0.501547987616099
"3522","Shuffled","model2",0.768253968253968
"3523","Shuffled","model2",0.48
"3524","Shuffled","model2",0.526984126984127
"3525","Shuffled","model2",0.515432098765432
"3526","Shuffled","model2",0.555555555555556
"3527","Shuffled","model2",0.496913580246914
"3528","Shuffled","model2",0.528125
"3529","Shuffled","model2",0.580246913580247
"3530","Shuffled","model2",0.542207792207792
"3531","Shuffled","model2",0.631578947368421
"3532","Shuffled","model2",0.540625
"3533","Shuffled","model2",0.606349206349206
"3534","Shuffled","model2",0.496753246753247
"3535","Shuffled","model2",0.4875
"3536","Shuffled","model2",0.549382716049383
"3537","Shuffled","model2",0.657407407407407
"3538","Shuffled","model2",0.61038961038961
"3539","Shuffled","model2",0.558528428093646
"3540","Shuffled","model2",0.526984126984127
"3541","Shuffled","model2",0.645061728395062
"3542","Shuffled","model2",0.411371237458194
"3543","Shuffled","model2",0.727554179566563
"3544","Shuffled","model2",0.603125
"3545","Shuffled","model2",0.625
"3546","Shuffled","model2",0.514285714285714
"3547","Shuffled","model2",0.64375
"3548","Shuffled","model2",0.489164086687307
"3549","Shuffled","model2",0.560371517027864
"3550","Shuffled","model2",0.642140468227425
"3551","Shuffled","model2",0.492260061919505
"3552","Shuffled","model2",0.468227424749164
"3553","Shuffled","model2",0.61875
"3554","Shuffled","model2",0.43343653250774
"3555","Shuffled","model2",0.648148148148148
"3556","Shuffled","model2",0.549382716049383
"3557","Shuffled","model2",0.582043343653251
"3558","Shuffled","model2",0.561728395061728
"3559","Shuffled","model2",0.677083333333333
"3560","Shuffled","model2",0.678929765886288
"3561","Shuffled","model2",0.6
"3562","Shuffled","model2",0.529411764705882
"3563","Shuffled","model2",0.528428093645485
"3564","Shuffled","model2",0.583333333333333
"3565","Shuffled","model2",0.596875
"3566","Shuffled","model2",0.563467492260062
"3567","Shuffled","model2",0.745454545454546
"3568","Shuffled","model2",0.484375
"3569","Shuffled","model2",0.4875
"3570","Shuffled","model2",0.492260061919505
"3571","Shuffled","model2",0.525974025974026
"3572","Shuffled","model2",0.496875
"3573","Shuffled","model2",0.653968253968254
"3574","Shuffled","model2",0.526315789473684
"3575","Shuffled","model2",0.774691358024691
"3576","Shuffled","model2",0.608695652173913
"3577","Shuffled","model2",0.657407407407407
"3578","Shuffled","model2",0.521875
"3579","Shuffled","model2",0.60061919504644
"3580","Shuffled","model2",0.55
"3581","Shuffled","model2",0.609375
"3582","Shuffled","model2",0.60952380952381
"3583","Shuffled","model2",0.466666666666667
"3584","Shuffled","model2",0.592592592592593
"3585","Shuffled","model2",0.510835913312693
"3586","Shuffled","model2",0.71875
"3587","Shuffled","model2",0.606811145510836
"3588","Shuffled","model2",0.506493506493506
"3589","Shuffled","model2",0.572755417956656
"3590","Shuffled","model2",0.628125
"3591","Shuffled","model2",0.472222222222222
"3592","Shuffled","model2",0.568253968253968
"3593","Shuffled","model2",0.606811145510836
"3594","Shuffled","model2",0.628571428571429
"3595","Shuffled","model2",0.679365079365079
"3596","Shuffled","model2",0.578947368421053
"3597","Shuffled","model2",0.547987616099071
"3598","Shuffled","model2",0.609523809523809
"3599","Shuffled","model2",0.62012987012987
"3600","Shuffled","model2",0.584375
"3601","Shuffled","model2",0.507936507936508
"3602","Shuffled","model2",0.580952380952381
